cd,var,edu,percent
2431,no_cert,"No certificate, diploma or degree",25.6
2431,high_school,Secondary (high) school diploma or equivalency certificate,21.4
2431,app_trade,Apprenticeship or trades certificate or diploma,24.3
2431,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
2431,uni_below_bach,University certificate or diploma below bachelor level,2.5
2431,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.4
2432,no_cert,"No certificate, diploma or degree",29.2
2432,high_school,Secondary (high) school diploma or equivalency certificate,20.9
2432,app_trade,Apprenticeship or trades certificate or diploma,25.5
2432,college_degep,"College, CEGEP or other non-university certificate or diploma",15.8
2432,uni_below_bach,University certificate or diploma below bachelor level,1.9
2432,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",6.7
2433,no_cert,"No certificate, diploma or degree",23.6
2433,high_school,Secondary (high) school diploma or equivalency certificate,20.6
2433,app_trade,Apprenticeship or trades certificate or diploma,27.4
2433,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
2433,uni_below_bach,University certificate or diploma below bachelor level,2.2
2433,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.3
2434,no_cert,"No certificate, diploma or degree",19.5
2434,high_school,Secondary (high) school diploma or equivalency certificate,22.9
2434,app_trade,Apprenticeship or trades certificate or diploma,24.4
2434,college_degep,"College, CEGEP or other non-university certificate or diploma",18.6
2434,uni_below_bach,University certificate or diploma below bachelor level,2.6
2434,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12
2435,no_cert,"No certificate, diploma or degree",28.4
2435,high_school,Secondary (high) school diploma or equivalency certificate,20.9
2435,app_trade,Apprenticeship or trades certificate or diploma,24.7
2435,college_degep,"College, CEGEP or other non-university certificate or diploma",15.1
2435,uni_below_bach,University certificate or diploma below bachelor level,2.8
2435,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.2
2436,no_cert,"No certificate, diploma or degree",24
2436,high_school,Secondary (high) school diploma or equivalency certificate,23.1
2436,app_trade,Apprenticeship or trades certificate or diploma,21.1
2436,college_degep,"College, CEGEP or other non-university certificate or diploma",17.9
2436,uni_below_bach,University certificate or diploma below bachelor level,3.1
2436,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.7
2437,no_cert,"No certificate, diploma or degree",18.4
2437,high_school,Secondary (high) school diploma or equivalency certificate,21.7
2437,app_trade,Apprenticeship or trades certificate or diploma,19.5
2437,college_degep,"College, CEGEP or other non-university certificate or diploma",19.5
2437,uni_below_bach,University certificate or diploma below bachelor level,3.7
2437,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17.1
2438,no_cert,"No certificate, diploma or degree",23.1
2438,high_school,Secondary (high) school diploma or equivalency certificate,20.1
2438,app_trade,Apprenticeship or trades certificate or diploma,23.8
2438,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
2438,uni_below_bach,University certificate or diploma below bachelor level,2.3
2438,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.6
2439,no_cert,"No certificate, diploma or degree",25.9
2439,high_school,Secondary (high) school diploma or equivalency certificate,20.6
2439,app_trade,Apprenticeship or trades certificate or diploma,21.6
2439,college_degep,"College, CEGEP or other non-university certificate or diploma",17.2
2439,uni_below_bach,University certificate or diploma below bachelor level,2.9
2439,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.7
2440,no_cert,"No certificate, diploma or degree",30.6
2440,high_school,Secondary (high) school diploma or equivalency certificate,19.2
2440,app_trade,Apprenticeship or trades certificate or diploma,26.8
2440,college_degep,"College, CEGEP or other non-university certificate or diploma",13.9
2440,uni_below_bach,University certificate or diploma below bachelor level,2.2
2440,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.3
2441,no_cert,"No certificate, diploma or degree",28.3
2441,high_school,Secondary (high) school diploma or equivalency certificate,22.1
2441,app_trade,Apprenticeship or trades certificate or diploma,25.5
2441,college_degep,"College, CEGEP or other non-university certificate or diploma",13.9
2441,uni_below_bach,University certificate or diploma below bachelor level,2.2
2441,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8
2442,no_cert,"No certificate, diploma or degree",23.4
2442,high_school,Secondary (high) school diploma or equivalency certificate,21.6
2442,app_trade,Apprenticeship or trades certificate or diploma,24.1
2442,college_degep,"College, CEGEP or other non-university certificate or diploma",16.8
2442,uni_below_bach,University certificate or diploma below bachelor level,2.5
2442,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.7
2443,no_cert,"No certificate, diploma or degree",17.9
2443,high_school,Secondary (high) school diploma or equivalency certificate,20.7
2443,app_trade,Apprenticeship or trades certificate or diploma,17.6
2443,college_degep,"College, CEGEP or other non-university certificate or diploma",19
2443,uni_below_bach,University certificate or diploma below bachelor level,3.1
2443,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",21.7
2444,no_cert,"No certificate, diploma or degree",28.4
2444,high_school,Secondary (high) school diploma or equivalency certificate,22.3
2444,app_trade,Apprenticeship or trades certificate or diploma,24.7
2444,college_degep,"College, CEGEP or other non-university certificate or diploma",13.9
2444,uni_below_bach,University certificate or diploma below bachelor level,2.1
2444,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.6
2445,no_cert,"No certificate, diploma or degree",20.2
2445,high_school,Secondary (high) school diploma or equivalency certificate,22.5
2445,app_trade,Apprenticeship or trades certificate or diploma,17.4
2445,college_degep,"College, CEGEP or other non-university certificate or diploma",16.8
2445,uni_below_bach,University certificate or diploma below bachelor level,3.8
2445,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19.3
2446,no_cert,"No certificate, diploma or degree",21.8
2446,high_school,Secondary (high) school diploma or equivalency certificate,25.2
2446,app_trade,Apprenticeship or trades certificate or diploma,16.8
2446,college_degep,"College, CEGEP or other non-university certificate or diploma",15.6
2446,uni_below_bach,University certificate or diploma below bachelor level,3.7
2446,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",16.9
2447,no_cert,"No certificate, diploma or degree",24.9
2447,high_school,Secondary (high) school diploma or equivalency certificate,25.6
2447,app_trade,Apprenticeship or trades certificate or diploma,18.9
2447,college_degep,"College, CEGEP or other non-university certificate or diploma",15.7
2447,uni_below_bach,University certificate or diploma below bachelor level,3
2447,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12
2448,no_cert,"No certificate, diploma or degree",32.3
2448,high_school,Secondary (high) school diploma or equivalency certificate,25.1
2448,app_trade,Apprenticeship or trades certificate or diploma,21.6
2448,college_degep,"College, CEGEP or other non-university certificate or diploma",13.4
2448,uni_below_bach,University certificate or diploma below bachelor level,2.1
2448,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",5.7
2449,no_cert,"No certificate, diploma or degree",24.4
2449,high_school,Secondary (high) school diploma or equivalency certificate,22.5
2449,app_trade,Apprenticeship or trades certificate or diploma,21.8
2449,college_degep,"College, CEGEP or other non-university certificate or diploma",17.8
2449,uni_below_bach,University certificate or diploma below bachelor level,2.7
2449,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.8
2450,no_cert,"No certificate, diploma or degree",26
2450,high_school,Secondary (high) school diploma or equivalency certificate,20.7
2450,app_trade,Apprenticeship or trades certificate or diploma,22.7
2450,college_degep,"College, CEGEP or other non-university certificate or diploma",17.1
2450,uni_below_bach,University certificate or diploma below bachelor level,2.9
2450,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.6
2451,no_cert,"No certificate, diploma or degree",27.8
2451,high_school,Secondary (high) school diploma or equivalency certificate,21.2
2451,app_trade,Apprenticeship or trades certificate or diploma,22.9
2451,college_degep,"College, CEGEP or other non-university certificate or diploma",16.4
2451,uni_below_bach,University certificate or diploma below bachelor level,2.8
2451,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.8
2452,no_cert,"No certificate, diploma or degree",27.6
2452,high_school,Secondary (high) school diploma or equivalency certificate,24.3
2452,app_trade,Apprenticeship or trades certificate or diploma,22.9
2452,college_degep,"College, CEGEP or other non-university certificate or diploma",15.3
2452,uni_below_bach,University certificate or diploma below bachelor level,2.3
2452,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.6
2453,no_cert,"No certificate, diploma or degree",25.2
2453,high_school,Secondary (high) school diploma or equivalency certificate,21.4
2453,app_trade,Apprenticeship or trades certificate or diploma,22.2
2453,college_degep,"College, CEGEP or other non-university certificate or diploma",18.4
2453,uni_below_bach,University certificate or diploma below bachelor level,3.1
2453,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.7
2454,no_cert,"No certificate, diploma or degree",26.1
2454,high_school,Secondary (high) school diploma or equivalency certificate,23.6
2454,app_trade,Apprenticeship or trades certificate or diploma,19.7
2454,college_degep,"College, CEGEP or other non-university certificate or diploma",16.9
2454,uni_below_bach,University certificate or diploma below bachelor level,3
2454,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.8
2455,no_cert,"No certificate, diploma or degree",24.2
2455,high_school,Secondary (high) school diploma or equivalency certificate,23.2
2455,app_trade,Apprenticeship or trades certificate or diploma,21.8
2455,college_degep,"College, CEGEP or other non-university certificate or diploma",17.1
2455,uni_below_bach,University certificate or diploma below bachelor level,2.6
2455,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11
2456,no_cert,"No certificate, diploma or degree",22.2
2456,high_school,Secondary (high) school diploma or equivalency certificate,24.1
2456,app_trade,Apprenticeship or trades certificate or diploma,20.5
2456,college_degep,"College, CEGEP or other non-university certificate or diploma",17.5
2456,uni_below_bach,University certificate or diploma below bachelor level,3.1
2456,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.6
2457,no_cert,"No certificate, diploma or degree",14.1
2457,high_school,Secondary (high) school diploma or equivalency certificate,21.4
2457,app_trade,Apprenticeship or trades certificate or diploma,16.5
2457,college_degep,"College, CEGEP or other non-university certificate or diploma",20.7
2457,uni_below_bach,University certificate or diploma below bachelor level,4.6
2457,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",22.7
2458,no_cert,"No certificate, diploma or degree",16.7
2458,high_school,Secondary (high) school diploma or equivalency certificate,21.2
2458,app_trade,Apprenticeship or trades certificate or diploma,13.2
2458,college_degep,"College, CEGEP or other non-university certificate or diploma",18
2458,uni_below_bach,University certificate or diploma below bachelor level,4.5
2458,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",26.4
2459,no_cert,"No certificate, diploma or degree",16.9
2459,high_school,Secondary (high) school diploma or equivalency certificate,21.8
2459,app_trade,Apprenticeship or trades certificate or diploma,19.1
2459,college_degep,"College, CEGEP or other non-university certificate or diploma",19.9
2459,uni_below_bach,University certificate or diploma below bachelor level,4.1
2459,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",18.2
2460,no_cert,"No certificate, diploma or degree",19.2
2460,high_school,Secondary (high) school diploma or equivalency certificate,24.2
2460,app_trade,Apprenticeship or trades certificate or diploma,20.9
2460,college_degep,"College, CEGEP or other non-university certificate or diploma",18.3
2460,uni_below_bach,University certificate or diploma below bachelor level,3.8
2460,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.7
2461,no_cert,"No certificate, diploma or degree",23.2
2461,high_school,Secondary (high) school diploma or equivalency certificate,23.8
2461,app_trade,Apprenticeship or trades certificate or diploma,20.3
2461,college_degep,"College, CEGEP or other non-university certificate or diploma",16.6
2461,uni_below_bach,University certificate or diploma below bachelor level,3.2
2461,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.8
2462,no_cert,"No certificate, diploma or degree",27.8
2462,high_school,Secondary (high) school diploma or equivalency certificate,23.9
2462,app_trade,Apprenticeship or trades certificate or diploma,21.5
2462,college_degep,"College, CEGEP or other non-university certificate or diploma",14
2462,uni_below_bach,University certificate or diploma below bachelor level,3.1
2462,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.6
2463,no_cert,"No certificate, diploma or degree",31.3
2463,high_school,Secondary (high) school diploma or equivalency certificate,21.4
2463,app_trade,Apprenticeship or trades certificate or diploma,26.3
2463,college_degep,"College, CEGEP or other non-university certificate or diploma",13.2
2463,uni_below_bach,University certificate or diploma below bachelor level,2.2
2463,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",5.6
2464,no_cert,"No certificate, diploma or degree",19.3
2464,high_school,Secondary (high) school diploma or equivalency certificate,23.7
2464,app_trade,Apprenticeship or trades certificate or diploma,22.1
2464,college_degep,"College, CEGEP or other non-university certificate or diploma",17.9
2464,uni_below_bach,University certificate or diploma below bachelor level,3.7
2464,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.3
2465,no_cert,"No certificate, diploma or degree",19
2465,high_school,Secondary (high) school diploma or equivalency certificate,22.7
2465,app_trade,Apprenticeship or trades certificate or diploma,14.3
2465,college_degep,"College, CEGEP or other non-university certificate or diploma",18.5
2465,uni_below_bach,University certificate or diploma below bachelor level,4.3
2465,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",21.3
2466,no_cert,"No certificate, diploma or degree",16.9
2466,high_school,Secondary (high) school diploma or equivalency certificate,20.4
2466,app_trade,Apprenticeship or trades certificate or diploma,10
2466,college_degep,"College, CEGEP or other non-university certificate or diploma",16.4
2466,uni_below_bach,University certificate or diploma below bachelor level,4
2466,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",32.5
2467,no_cert,"No certificate, diploma or degree",18.3
2467,high_school,Secondary (high) school diploma or equivalency certificate,24.7
2467,app_trade,Apprenticeship or trades certificate or diploma,17.3
2467,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
2467,uni_below_bach,University certificate or diploma below bachelor level,3.6
2467,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",18.1
2468,no_cert,"No certificate, diploma or degree",29
2468,high_school,Secondary (high) school diploma or equivalency certificate,24.3
2468,app_trade,Apprenticeship or trades certificate or diploma,21.4
2468,college_degep,"College, CEGEP or other non-university certificate or diploma",15.1
2468,uni_below_bach,University certificate or diploma below bachelor level,2.4
2468,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.7
2469,no_cert,"No certificate, diploma or degree",28.9
2469,high_school,Secondary (high) school diploma or equivalency certificate,25.2
2469,app_trade,Apprenticeship or trades certificate or diploma,18.9
2469,college_degep,"College, CEGEP or other non-university certificate or diploma",15.1
2469,uni_below_bach,University certificate or diploma below bachelor level,2.6
2469,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.3
2470,no_cert,"No certificate, diploma or degree",26.6
2470,high_school,Secondary (high) school diploma or equivalency certificate,24
2470,app_trade,Apprenticeship or trades certificate or diploma,21.9
2470,college_degep,"College, CEGEP or other non-university certificate or diploma",15.9
2470,uni_below_bach,University certificate or diploma below bachelor level,2.5
2470,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.1
2471,no_cert,"No certificate, diploma or degree",16.2
2471,high_school,Secondary (high) school diploma or equivalency certificate,24.9
2471,app_trade,Apprenticeship or trades certificate or diploma,16.2
2471,college_degep,"College, CEGEP or other non-university certificate or diploma",20.3
2471,uni_below_bach,University certificate or diploma below bachelor level,3.2
2471,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19.2
2472,no_cert,"No certificate, diploma or degree",20.8
2472,high_school,Secondary (high) school diploma or equivalency certificate,23.7
2472,app_trade,Apprenticeship or trades certificate or diploma,19.4
2472,college_degep,"College, CEGEP or other non-university certificate or diploma",18.4
2472,uni_below_bach,University certificate or diploma below bachelor level,3.6
2472,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.2
2473,no_cert,"No certificate, diploma or degree",17.4
2473,high_school,Secondary (high) school diploma or equivalency certificate,22.9
2473,app_trade,Apprenticeship or trades certificate or diploma,16.9
2473,college_degep,"College, CEGEP or other non-university certificate or diploma",19.1
2473,uni_below_bach,University certificate or diploma below bachelor level,4.1
2473,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19.6
2474,no_cert,"No certificate, diploma or degree",19.5
2474,high_school,Secondary (high) school diploma or equivalency certificate,21.9
2474,app_trade,Apprenticeship or trades certificate or diploma,23.8
2474,college_degep,"College, CEGEP or other non-university certificate or diploma",19.1
2474,uni_below_bach,University certificate or diploma below bachelor level,3.4
2474,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.3
2475,no_cert,"No certificate, diploma or degree",22.9
2475,high_school,Secondary (high) school diploma or equivalency certificate,23.1
2475,app_trade,Apprenticeship or trades certificate or diploma,22.3
2475,college_degep,"College, CEGEP or other non-university certificate or diploma",17.4
2475,uni_below_bach,University certificate or diploma below bachelor level,3.2
2475,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11
2476,no_cert,"No certificate, diploma or degree",29.9
2476,high_school,Secondary (high) school diploma or equivalency certificate,24.3
2476,app_trade,Apprenticeship or trades certificate or diploma,20.6
2476,college_degep,"College, CEGEP or other non-university certificate or diploma",13.5
2476,uni_below_bach,University certificate or diploma below bachelor level,2.9
2476,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.8
2477,no_cert,"No certificate, diploma or degree",14.4
2477,high_school,Secondary (high) school diploma or equivalency certificate,23
2477,app_trade,Apprenticeship or trades certificate or diploma,16.3
2477,college_degep,"College, CEGEP or other non-university certificate or diploma",19.6
2477,uni_below_bach,University certificate or diploma below bachelor level,5.5
2477,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",21.2
2478,no_cert,"No certificate, diploma or degree",22.2
2478,high_school,Secondary (high) school diploma or equivalency certificate,23.1
2478,app_trade,Apprenticeship or trades certificate or diploma,20.3
2478,college_degep,"College, CEGEP or other non-university certificate or diploma",16
2478,uni_below_bach,University certificate or diploma below bachelor level,3.7
2478,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.7
2479,no_cert,"No certificate, diploma or degree",30.8
2479,high_school,Secondary (high) school diploma or equivalency certificate,20
2479,app_trade,Apprenticeship or trades certificate or diploma,25.1
2479,college_degep,"College, CEGEP or other non-university certificate or diploma",12.5
2479,uni_below_bach,University certificate or diploma below bachelor level,2.8
2479,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.8
2480,no_cert,"No certificate, diploma or degree",29.4
2480,high_school,Secondary (high) school diploma or equivalency certificate,21.8
2480,app_trade,Apprenticeship or trades certificate or diploma,22.4
2480,college_degep,"College, CEGEP or other non-university certificate or diploma",13.4
2480,uni_below_bach,University certificate or diploma below bachelor level,3.2
2480,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.8
2481,no_cert,"No certificate, diploma or degree",19.3
2481,high_school,Secondary (high) school diploma or equivalency certificate,22.7
2481,app_trade,Apprenticeship or trades certificate or diploma,12.6
2481,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
2481,uni_below_bach,University certificate or diploma below bachelor level,3
2481,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",24.4
2482,no_cert,"No certificate, diploma or degree",19.3
2482,high_school,Secondary (high) school diploma or equivalency certificate,21.3
2482,app_trade,Apprenticeship or trades certificate or diploma,14.5
2482,college_degep,"College, CEGEP or other non-university certificate or diploma",19.1
2482,uni_below_bach,University certificate or diploma below bachelor level,2.7
2482,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",23.1
2483,no_cert,"No certificate, diploma or degree",32.5
2483,high_school,Secondary (high) school diploma or equivalency certificate,22.1
2483,app_trade,Apprenticeship or trades certificate or diploma,21.4
2483,college_degep,"College, CEGEP or other non-university certificate or diploma",13.8
2483,uni_below_bach,University certificate or diploma below bachelor level,2.4
2483,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.8
2484,no_cert,"No certificate, diploma or degree",32.9
2484,high_school,Secondary (high) school diploma or equivalency certificate,23.9
2484,app_trade,Apprenticeship or trades certificate or diploma,15.1
2484,college_degep,"College, CEGEP or other non-university certificate or diploma",18.3
2484,uni_below_bach,University certificate or diploma below bachelor level,2.1
2484,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.6
2485,no_cert,"No certificate, diploma or degree",27.8
2485,high_school,Secondary (high) school diploma or equivalency certificate,20.8
2485,app_trade,Apprenticeship or trades certificate or diploma,22.3
2485,college_degep,"College, CEGEP or other non-university certificate or diploma",17.2
2485,uni_below_bach,University certificate or diploma below bachelor level,3.2
2485,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.7
2486,no_cert,"No certificate, diploma or degree",23.7
2486,high_school,Secondary (high) school diploma or equivalency certificate,20.2
2486,app_trade,Apprenticeship or trades certificate or diploma,22.1
2486,college_degep,"College, CEGEP or other non-university certificate or diploma",15.8
2486,uni_below_bach,University certificate or diploma below bachelor level,3.6
2486,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.8
2487,no_cert,"No certificate, diploma or degree",33
2487,high_school,Secondary (high) school diploma or equivalency certificate,18.1
2487,app_trade,Apprenticeship or trades certificate or diploma,27
2487,college_degep,"College, CEGEP or other non-university certificate or diploma",12
2487,uni_below_bach,University certificate or diploma below bachelor level,2.2
2487,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.6
2488,no_cert,"No certificate, diploma or degree",29.1
2488,high_school,Secondary (high) school diploma or equivalency certificate,18.2
2488,app_trade,Apprenticeship or trades certificate or diploma,25.2
2488,college_degep,"College, CEGEP or other non-university certificate or diploma",14.3
2488,uni_below_bach,University certificate or diploma below bachelor level,3.2
2488,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10
2489,no_cert,"No certificate, diploma or degree",30
2489,high_school,Secondary (high) school diploma or equivalency certificate,20.2
2489,app_trade,Apprenticeship or trades certificate or diploma,21.7
2489,college_degep,"College, CEGEP or other non-university certificate or diploma",14
2489,uni_below_bach,University certificate or diploma below bachelor level,3.1
2489,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.1
2490,no_cert,"No certificate, diploma or degree",34
2490,high_school,Secondary (high) school diploma or equivalency certificate,20.4
2490,app_trade,Apprenticeship or trades certificate or diploma,22.3
2490,college_degep,"College, CEGEP or other non-university certificate or diploma",14.4
2490,uni_below_bach,University certificate or diploma below bachelor level,2.4
2490,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",6.5
2491,no_cert,"No certificate, diploma or degree",25.3
2491,high_school,Secondary (high) school diploma or equivalency certificate,18.6
2491,app_trade,Apprenticeship or trades certificate or diploma,25.5
2491,college_degep,"College, CEGEP or other non-university certificate or diploma",17.2
2491,uni_below_bach,University certificate or diploma below bachelor level,3.1
2491,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.3
2492,no_cert,"No certificate, diploma or degree",28.1
2492,high_school,Secondary (high) school diploma or equivalency certificate,19.3
2492,app_trade,Apprenticeship or trades certificate or diploma,28.1
2492,college_degep,"College, CEGEP or other non-university certificate or diploma",14.1
2492,uni_below_bach,University certificate or diploma below bachelor level,2.6
2492,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.8
2493,no_cert,"No certificate, diploma or degree",21.2
2493,high_school,Secondary (high) school diploma or equivalency certificate,18.9
2493,app_trade,Apprenticeship or trades certificate or diploma,27.2
2493,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
2493,uni_below_bach,University certificate or diploma below bachelor level,3
2493,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.6
2494,no_cert,"No certificate, diploma or degree",18
2494,high_school,Secondary (high) school diploma or equivalency certificate,19.3
2494,app_trade,Apprenticeship or trades certificate or diploma,24.8
2494,college_degep,"College, CEGEP or other non-university certificate or diploma",19.4
2494,uni_below_bach,University certificate or diploma below bachelor level,3.5
2494,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15
2495,no_cert,"No certificate, diploma or degree",30.5
2495,high_school,Secondary (high) school diploma or equivalency certificate,20.4
2495,app_trade,Apprenticeship or trades certificate or diploma,26.5
2495,college_degep,"College, CEGEP or other non-university certificate or diploma",12.7
2495,uni_below_bach,University certificate or diploma below bachelor level,3.1
2495,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",6.9
2496,no_cert,"No certificate, diploma or degree",25.6
2496,high_school,Secondary (high) school diploma or equivalency certificate,19.8
2496,app_trade,Apprenticeship or trades certificate or diploma,22.8
2496,college_degep,"College, CEGEP or other non-university certificate or diploma",18.6
2496,uni_below_bach,University certificate or diploma below bachelor level,2.7
2496,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.5
2497,no_cert,"No certificate, diploma or degree",28.3
2497,high_school,Secondary (high) school diploma or equivalency certificate,19.9
2497,app_trade,Apprenticeship or trades certificate or diploma,21.8
2497,college_degep,"College, CEGEP or other non-university certificate or diploma",17.3
2497,uni_below_bach,University certificate or diploma below bachelor level,2.4
2497,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.3
2498,no_cert,"No certificate, diploma or degree",41.1
2498,high_school,Secondary (high) school diploma or equivalency certificate,17.4
2498,app_trade,Apprenticeship or trades certificate or diploma,18.4
2498,college_degep,"College, CEGEP or other non-university certificate or diploma",13.3
2498,uni_below_bach,University certificate or diploma below bachelor level,2.2
2498,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.6
2499,no_cert,"No certificate, diploma or degree",44.6
2499,high_school,Secondary (high) school diploma or equivalency certificate,14.9
2499,app_trade,Apprenticeship or trades certificate or diploma,18.7
2499,college_degep,"College, CEGEP or other non-university certificate or diploma",12.1
2499,uni_below_bach,University certificate or diploma below bachelor level,2.5
2499,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.3
3501,no_cert,"No certificate, diploma or degree",22.4
3501,high_school,Secondary (high) school diploma or equivalency certificate,31.4
3501,app_trade,Apprenticeship or trades certificate or diploma,8.9
3501,college_degep,"College, CEGEP or other non-university certificate or diploma",24.4
3501,uni_below_bach,University certificate or diploma below bachelor level,1.8
3501,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11
3502,no_cert,"No certificate, diploma or degree",19.7
3502,high_school,Secondary (high) school diploma or equivalency certificate,30.9
3502,app_trade,Apprenticeship or trades certificate or diploma,9.1
3502,college_degep,"College, CEGEP or other non-university certificate or diploma",24
3502,uni_below_bach,University certificate or diploma below bachelor level,2
3502,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.2
3506,no_cert,"No certificate, diploma or degree",12.2
3506,high_school,Secondary (high) school diploma or equivalency certificate,24
3506,app_trade,Apprenticeship or trades certificate or diploma,4.1
3506,college_degep,"College, CEGEP or other non-university certificate or diploma",20
3506,uni_below_bach,University certificate or diploma below bachelor level,2
3506,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",37.7
3507,no_cert,"No certificate, diploma or degree",17.8
3507,high_school,Secondary (high) school diploma or equivalency certificate,29.9
3507,app_trade,Apprenticeship or trades certificate or diploma,8.4
3507,college_degep,"College, CEGEP or other non-university certificate or diploma",27.6
3507,uni_below_bach,University certificate or diploma below bachelor level,1.8
3507,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.5
3509,no_cert,"No certificate, diploma or degree",16.8
3509,high_school,Secondary (high) school diploma or equivalency certificate,28.9
3509,app_trade,Apprenticeship or trades certificate or diploma,8.2
3509,college_degep,"College, CEGEP or other non-university certificate or diploma",28.6
3509,uni_below_bach,University certificate or diploma below bachelor level,1.9
3509,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.7
3510,no_cert,"No certificate, diploma or degree",14.3
3510,high_school,Secondary (high) school diploma or equivalency certificate,28
3510,app_trade,Apprenticeship or trades certificate or diploma,6.4
3510,college_degep,"College, CEGEP or other non-university certificate or diploma",24.1
3510,uni_below_bach,University certificate or diploma below bachelor level,1.5
3510,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",25.7
3511,no_cert,"No certificate, diploma or degree",18.1
3511,high_school,Secondary (high) school diploma or equivalency certificate,31
3511,app_trade,Apprenticeship or trades certificate or diploma,8.6
3511,college_degep,"College, CEGEP or other non-university certificate or diploma",27.8
3511,uni_below_bach,University certificate or diploma below bachelor level,1.3
3511,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.2
