cd,var,edu,percent
4712,no_cert,"No certificate, diploma or degree",23.9
4712,high_school,Secondary (high) school diploma or equivalency certificate,29.2
4712,app_trade,Apprenticeship or trades certificate or diploma,12.9
4712,college_degep,"College, CEGEP or other non-university certificate or diploma",19
4712,uni_below_bach,University certificate or diploma below bachelor level,4
4712,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.1
4713,no_cert,"No certificate, diploma or degree",23.8
4713,high_school,Secondary (high) school diploma or equivalency certificate,31
4713,app_trade,Apprenticeship or trades certificate or diploma,11.9
4713,college_degep,"College, CEGEP or other non-university certificate or diploma",20
4713,uni_below_bach,University certificate or diploma below bachelor level,3.7
4713,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.5
4714,no_cert,"No certificate, diploma or degree",28.4
4714,high_school,Secondary (high) school diploma or equivalency certificate,29.5
4714,app_trade,Apprenticeship or trades certificate or diploma,11.4
4714,college_degep,"College, CEGEP or other non-university certificate or diploma",17.1
4714,uni_below_bach,University certificate or diploma below bachelor level,3.7
4714,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.9
4715,no_cert,"No certificate, diploma or degree",24.3
4715,high_school,Secondary (high) school diploma or equivalency certificate,29.8
4715,app_trade,Apprenticeship or trades certificate or diploma,11.8
4715,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
4715,uni_below_bach,University certificate or diploma below bachelor level,3
4715,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13
4716,no_cert,"No certificate, diploma or degree",29.9
4716,high_school,Secondary (high) school diploma or equivalency certificate,28.7
4716,app_trade,Apprenticeship or trades certificate or diploma,10.8
4716,college_degep,"College, CEGEP or other non-university certificate or diploma",15.8
4716,uni_below_bach,University certificate or diploma below bachelor level,3.6
4716,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.1
4717,no_cert,"No certificate, diploma or degree",27.9
4717,high_school,Secondary (high) school diploma or equivalency certificate,29.3
4717,app_trade,Apprenticeship or trades certificate or diploma,11.6
4717,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
4717,uni_below_bach,University certificate or diploma below bachelor level,3.1
4717,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.1
4718,no_cert,"No certificate, diploma or degree",50.9
4718,high_school,Secondary (high) school diploma or equivalency certificate,20.6
4718,app_trade,Apprenticeship or trades certificate or diploma,8.2
4718,college_degep,"College, CEGEP or other non-university certificate or diploma",11.1
4718,uni_below_bach,University certificate or diploma below bachelor level,1.9
4718,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.4
4801,no_cert,"No certificate, diploma or degree",22.1
4801,high_school,Secondary (high) school diploma or equivalency certificate,31
4801,app_trade,Apprenticeship or trades certificate or diploma,11
4801,college_degep,"College, CEGEP or other non-university certificate or diploma",21.9
4801,uni_below_bach,University certificate or diploma below bachelor level,2.1
4801,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
4802,no_cert,"No certificate, diploma or degree",21.7
4802,high_school,Secondary (high) school diploma or equivalency certificate,31
4802,app_trade,Apprenticeship or trades certificate or diploma,9.6
4802,college_degep,"College, CEGEP or other non-university certificate or diploma",19.8
4802,uni_below_bach,University certificate or diploma below bachelor level,1.8
4802,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",16.1
4803,no_cert,"No certificate, diploma or degree",22.9
4803,high_school,Secondary (high) school diploma or equivalency certificate,28.4
4803,app_trade,Apprenticeship or trades certificate or diploma,11.8
4803,college_degep,"College, CEGEP or other non-university certificate or diploma",20.8
4803,uni_below_bach,University certificate or diploma below bachelor level,2.9
4803,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.1
4804,no_cert,"No certificate, diploma or degree",21.5
4804,high_school,Secondary (high) school diploma or equivalency certificate,32
4804,app_trade,Apprenticeship or trades certificate or diploma,12.6
4804,college_degep,"College, CEGEP or other non-university certificate or diploma",24.5
4804,uni_below_bach,University certificate or diploma below bachelor level,1.8
4804,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.8
4805,no_cert,"No certificate, diploma or degree",22.3
4805,high_school,Secondary (high) school diploma or equivalency certificate,30.6
4805,app_trade,Apprenticeship or trades certificate or diploma,12.7
4805,college_degep,"College, CEGEP or other non-university certificate or diploma",21.1
4805,uni_below_bach,University certificate or diploma below bachelor level,2.4
4805,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11
4806,no_cert,"No certificate, diploma or degree",13.7
4806,high_school,Secondary (high) school diploma or equivalency certificate,26.3
4806,app_trade,Apprenticeship or trades certificate or diploma,7.3
4806,college_degep,"College, CEGEP or other non-university certificate or diploma",18.5
4806,uni_below_bach,University certificate or diploma below bachelor level,3.2
4806,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",31
4807,no_cert,"No certificate, diploma or degree",21.7
4807,high_school,Secondary (high) school diploma or equivalency certificate,32.3
4807,app_trade,Apprenticeship or trades certificate or diploma,13.9
4807,college_degep,"College, CEGEP or other non-university certificate or diploma",20.6
4807,uni_below_bach,University certificate or diploma below bachelor level,2.2
4807,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.3
4808,no_cert,"No certificate, diploma or degree",19.3
4808,high_school,Secondary (high) school diploma or equivalency certificate,30.8
4808,app_trade,Apprenticeship or trades certificate or diploma,12.8
4808,college_degep,"College, CEGEP or other non-university certificate or diploma",21.2
4808,uni_below_bach,University certificate or diploma below bachelor level,2.7
4808,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.3
4809,no_cert,"No certificate, diploma or degree",27.2
4809,high_school,Secondary (high) school diploma or equivalency certificate,28.8
4809,app_trade,Apprenticeship or trades certificate or diploma,14.9
4809,college_degep,"College, CEGEP or other non-university certificate or diploma",18.1
4809,uni_below_bach,University certificate or diploma below bachelor level,2.2
4809,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.8
4810,no_cert,"No certificate, diploma or degree",22.5
4810,high_school,Secondary (high) school diploma or equivalency certificate,28.8
4810,app_trade,Apprenticeship or trades certificate or diploma,13.3
4810,college_degep,"College, CEGEP or other non-university certificate or diploma",20.6
4810,uni_below_bach,University certificate or diploma below bachelor level,2.5
4810,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.2
4811,no_cert,"No certificate, diploma or degree",15.8
4811,high_school,Secondary (high) school diploma or equivalency certificate,28.1
4811,app_trade,Apprenticeship or trades certificate or diploma,10
4811,college_degep,"College, CEGEP or other non-university certificate or diploma",19.2
4811,uni_below_bach,University certificate or diploma below bachelor level,3.2
4811,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",23.8
4812,no_cert,"No certificate, diploma or degree",23.6
4812,high_school,Secondary (high) school diploma or equivalency certificate,27.8
4812,app_trade,Apprenticeship or trades certificate or diploma,14.4
4812,college_degep,"College, CEGEP or other non-university certificate or diploma",20.7
4812,uni_below_bach,University certificate or diploma below bachelor level,2.6
4812,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.9
4813,no_cert,"No certificate, diploma or degree",24.9
4813,high_school,Secondary (high) school diploma or equivalency certificate,31.2
4813,app_trade,Apprenticeship or trades certificate or diploma,15.1
4813,college_degep,"College, CEGEP or other non-university certificate or diploma",17.9
4813,uni_below_bach,University certificate or diploma below bachelor level,2.4
4813,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.5
4814,no_cert,"No certificate, diploma or degree",25.5
4814,high_school,Secondary (high) school diploma or equivalency certificate,31.6
4814,app_trade,Apprenticeship or trades certificate or diploma,13.8
4814,college_degep,"College, CEGEP or other non-university certificate or diploma",16.5
4814,uni_below_bach,University certificate or diploma below bachelor level,2.1
4814,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.5
4815,no_cert,"No certificate, diploma or degree",14.8
4815,high_school,Secondary (high) school diploma or equivalency certificate,25.1
4815,app_trade,Apprenticeship or trades certificate or diploma,9.4
4815,college_degep,"College, CEGEP or other non-university certificate or diploma",20.2
4815,uni_below_bach,University certificate or diploma below bachelor level,3.3
4815,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",27.3
4816,no_cert,"No certificate, diploma or degree",12.1
4816,high_school,Secondary (high) school diploma or equivalency certificate,29.2
4816,app_trade,Apprenticeship or trades certificate or diploma,14.1
4816,college_degep,"College, CEGEP or other non-university certificate or diploma",23
4816,uni_below_bach,University certificate or diploma below bachelor level,2.6
4816,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19
4817,no_cert,"No certificate, diploma or degree",43.1
4817,high_school,Secondary (high) school diploma or equivalency certificate,22.8
4817,app_trade,Apprenticeship or trades certificate or diploma,9.5
4817,college_degep,"College, CEGEP or other non-university certificate or diploma",14.2
4817,uni_below_bach,University certificate or diploma below bachelor level,2.3
4817,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8
4818,no_cert,"No certificate, diploma or degree",29.8
4818,high_school,Secondary (high) school diploma or equivalency certificate,28.7
4818,app_trade,Apprenticeship or trades certificate or diploma,14.8
4818,college_degep,"College, CEGEP or other non-university certificate or diploma",17.7
4818,uni_below_bach,University certificate or diploma below bachelor level,2
4818,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7
4819,no_cert,"No certificate, diploma or degree",22.7
4819,high_school,Secondary (high) school diploma or equivalency certificate,31
4819,app_trade,Apprenticeship or trades certificate or diploma,12.4
4819,college_degep,"College, CEGEP or other non-university certificate or diploma",19.7
4819,uni_below_bach,University certificate or diploma below bachelor level,2.3
4819,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
5901,no_cert,"No certificate, diploma or degree",15.8
5901,high_school,Secondary (high) school diploma or equivalency certificate,29.7
5901,app_trade,Apprenticeship or trades certificate or diploma,14.2
5901,college_degep,"College, CEGEP or other non-university certificate or diploma",22.1
5901,uni_below_bach,University certificate or diploma below bachelor level,3
5901,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.2
5903,no_cert,"No certificate, diploma or degree",17.1
5903,high_school,Secondary (high) school diploma or equivalency certificate,27.4
5903,app_trade,Apprenticeship or trades certificate or diploma,12.9
5903,college_degep,"College, CEGEP or other non-university certificate or diploma",22.9
5903,uni_below_bach,University certificate or diploma below bachelor level,3.1
5903,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",16.7
5905,no_cert,"No certificate, diploma or degree",17.8
5905,high_school,Secondary (high) school diploma or equivalency certificate,28.3
5905,app_trade,Apprenticeship or trades certificate or diploma,14.8
5905,college_degep,"College, CEGEP or other non-university certificate or diploma",22.8
5905,uni_below_bach,University certificate or diploma below bachelor level,3.1
5905,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.2
5907,no_cert,"No certificate, diploma or degree",18.8
5907,high_school,Secondary (high) school diploma or equivalency certificate,30.2
5907,app_trade,Apprenticeship or trades certificate or diploma,12.5
5907,college_degep,"College, CEGEP or other non-university certificate or diploma",21.4
5907,uni_below_bach,University certificate or diploma below bachelor level,3.1
5907,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14
5909,no_cert,"No certificate, diploma or degree",20.8
5909,high_school,Secondary (high) school diploma or equivalency certificate,33.9
5909,app_trade,Apprenticeship or trades certificate or diploma,10.2
5909,college_degep,"College, CEGEP or other non-university certificate or diploma",17.1
5909,uni_below_bach,University certificate or diploma below bachelor level,4.2
5909,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.7
5915,no_cert,"No certificate, diploma or degree",13.9
5915,high_school,Secondary (high) school diploma or equivalency certificate,28.6
5915,app_trade,Apprenticeship or trades certificate or diploma,6.4
5915,college_degep,"College, CEGEP or other non-university certificate or diploma",16.7
5915,uni_below_bach,University certificate or diploma below bachelor level,3.8
5915,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",30.6
5917,no_cert,"No certificate, diploma or degree",11.9
5917,high_school,Secondary (high) school diploma or equivalency certificate,28.3
5917,app_trade,Apprenticeship or trades certificate or diploma,8.1
5917,college_degep,"College, CEGEP or other non-university certificate or diploma",19.4
5917,uni_below_bach,University certificate or diploma below bachelor level,2.9
5917,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",29.4
5919,no_cert,"No certificate, diploma or degree",18.1
5919,high_school,Secondary (high) school diploma or equivalency certificate,29
5919,app_trade,Apprenticeship or trades certificate or diploma,12.5
5919,college_degep,"College, CEGEP or other non-university certificate or diploma",20.5
5919,uni_below_bach,University certificate or diploma below bachelor level,4
5919,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.9
5921,no_cert,"No certificate, diploma or degree",14.7
5921,high_school,Secondary (high) school diploma or equivalency certificate,30
5921,app_trade,Apprenticeship or trades certificate or diploma,11.3
5921,college_degep,"College, CEGEP or other non-university certificate or diploma",20.5
5921,uni_below_bach,University certificate or diploma below bachelor level,4.4
5921,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19.2
5923,no_cert,"No certificate, diploma or degree",24.1
5923,high_school,Secondary (high) school diploma or equivalency certificate,29.2
5923,app_trade,Apprenticeship or trades certificate or diploma,14.1
5923,college_degep,"College, CEGEP or other non-university certificate or diploma",19.6
5923,uni_below_bach,University certificate or diploma below bachelor level,3
5923,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10
5924,no_cert,"No certificate, diploma or degree",19
5924,high_school,Secondary (high) school diploma or equivalency certificate,31.1
5924,app_trade,Apprenticeship or trades certificate or diploma,13
5924,college_degep,"College, CEGEP or other non-university certificate or diploma",20.8
5924,uni_below_bach,University certificate or diploma below bachelor level,2.8
5924,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.2
5926,no_cert,"No certificate, diploma or degree",15.1
5926,high_school,Secondary (high) school diploma or equivalency certificate,29.6
5926,app_trade,Apprenticeship or trades certificate or diploma,12.3
5926,college_degep,"College, CEGEP or other non-university certificate or diploma",21.3
5926,uni_below_bach,University certificate or diploma below bachelor level,2.6
5926,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",19
5927,no_cert,"No certificate, diploma or degree",19.3
5927,high_school,Secondary (high) school diploma or equivalency certificate,29.4
5927,app_trade,Apprenticeship or trades certificate or diploma,14.7
5927,college_degep,"College, CEGEP or other non-university certificate or diploma",19.5
5927,uni_below_bach,University certificate or diploma below bachelor level,3.6
5927,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.5
5929,no_cert,"No certificate, diploma or degree",14
5929,high_school,Secondary (high) school diploma or equivalency certificate,29.1
5929,app_trade,Apprenticeship or trades certificate or diploma,11.7
5929,college_degep,"College, CEGEP or other non-university certificate or diploma",19.8
5929,uni_below_bach,University certificate or diploma below bachelor level,3.6
5929,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",21.8
5931,no_cert,"No certificate, diploma or degree",11.5
5931,high_school,Secondary (high) school diploma or equivalency certificate,28
5931,app_trade,Apprenticeship or trades certificate or diploma,10.2
5931,college_degep,"College, CEGEP or other non-university certificate or diploma",19.5
5931,uni_below_bach,University certificate or diploma below bachelor level,4
5931,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",26.8
5933,no_cert,"No certificate, diploma or degree",17.7
5933,high_school,Secondary (high) school diploma or equivalency certificate,31.3
5933,app_trade,Apprenticeship or trades certificate or diploma,12.6
5933,college_degep,"College, CEGEP or other non-university certificate or diploma",18.4
5933,uni_below_bach,University certificate or diploma below bachelor level,4.5
5933,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",15.4
5935,no_cert,"No certificate, diploma or degree",14.6
5935,high_school,Secondary (high) school diploma or equivalency certificate,31.1
5935,app_trade,Apprenticeship or trades certificate or diploma,10.9
5935,college_degep,"College, CEGEP or other non-university certificate or diploma",22.6
5935,uni_below_bach,University certificate or diploma below bachelor level,2.9
5935,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",17.9
5937,no_cert,"No certificate, diploma or degree",18.7
5937,high_school,Secondary (high) school diploma or equivalency certificate,30.9
5937,app_trade,Apprenticeship or trades certificate or diploma,12.8
5937,college_degep,"College, CEGEP or other non-university certificate or diploma",21.2
5937,uni_below_bach,University certificate or diploma below bachelor level,2.8
5937,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.6
5939,no_cert,"No certificate, diploma or degree",17.9
5939,high_school,Secondary (high) school diploma or equivalency certificate,29.7
5939,app_trade,Apprenticeship or trades certificate or diploma,14.4
5939,college_degep,"College, CEGEP or other non-university certificate or diploma",20.8
5939,uni_below_bach,University certificate or diploma below bachelor level,3.6
5939,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.6
5941,no_cert,"No certificate, diploma or degree",25.8
5941,high_school,Secondary (high) school diploma or equivalency certificate,32.4
5941,app_trade,Apprenticeship or trades certificate or diploma,13
5941,college_degep,"College, CEGEP or other non-university certificate or diploma",16.3
5941,uni_below_bach,University certificate or diploma below bachelor level,3.1
5941,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.4
5943,no_cert,"No certificate, diploma or degree",28.7
5943,high_school,Secondary (high) school diploma or equivalency certificate,28.4
5943,app_trade,Apprenticeship or trades certificate or diploma,12.5
5943,college_degep,"College, CEGEP or other non-university certificate or diploma",17.2
5943,uni_below_bach,University certificate or diploma below bachelor level,3.3
5943,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",9.8
5945,no_cert,"No certificate, diploma or degree",28.6
5945,high_school,Secondary (high) school diploma or equivalency certificate,28.6
5945,app_trade,Apprenticeship or trades certificate or diploma,10
5945,college_degep,"College, CEGEP or other non-university certificate or diploma",14.6
5945,uni_below_bach,University certificate or diploma below bachelor level,6.1
5945,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.5
5947,no_cert,"No certificate, diploma or degree",28.5
5947,high_school,Secondary (high) school diploma or equivalency certificate,30.1
5947,app_trade,Apprenticeship or trades certificate or diploma,12.1
5947,college_degep,"College, CEGEP or other non-university certificate or diploma",15.9
5947,uni_below_bach,University certificate or diploma below bachelor level,2.5
5947,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.9
5949,no_cert,"No certificate, diploma or degree",25.7
5949,high_school,Secondary (high) school diploma or equivalency certificate,28
5949,app_trade,Apprenticeship or trades certificate or diploma,12.6
5949,college_degep,"College, CEGEP or other non-university certificate or diploma",19.5
5949,uni_below_bach,University certificate or diploma below bachelor level,2.6
5949,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.6
5951,no_cert,"No certificate, diploma or degree",23.9
5951,high_school,Secondary (high) school diploma or equivalency certificate,31.2
5951,app_trade,Apprenticeship or trades certificate or diploma,13
5951,college_degep,"College, CEGEP or other non-university certificate or diploma",17.3
5951,uni_below_bach,University certificate or diploma below bachelor level,2.7
5951,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
5953,no_cert,"No certificate, diploma or degree",20.5
5953,high_school,Secondary (high) school diploma or equivalency certificate,31.9
5953,app_trade,Apprenticeship or trades certificate or diploma,12.3
5953,college_degep,"College, CEGEP or other non-university certificate or diploma",18.5
5953,uni_below_bach,University certificate or diploma below bachelor level,2.2
5953,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.6
5955,no_cert,"No certificate, diploma or degree",24.2
5955,high_school,Secondary (high) school diploma or equivalency certificate,31.2
5955,app_trade,Apprenticeship or trades certificate or diploma,14.7
5955,college_degep,"College, CEGEP or other non-university certificate or diploma",17.4
5955,uni_below_bach,University certificate or diploma below bachelor level,2.3
5955,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",10.2
5957,no_cert,"No certificate, diploma or degree",26
5957,high_school,Secondary (high) school diploma or equivalency certificate,26
5957,app_trade,Apprenticeship or trades certificate or diploma,10.2
5957,college_degep,"College, CEGEP or other non-university certificate or diploma",23.6
5957,uni_below_bach,University certificate or diploma below bachelor level,3.9
5957,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.8
5959,no_cert,"No certificate, diploma or degree",26.8
5959,high_school,Secondary (high) school diploma or equivalency certificate,31
5959,app_trade,Apprenticeship or trades certificate or diploma,13.4
5959,college_degep,"College, CEGEP or other non-university certificate or diploma",18.4
5959,uni_below_bach,University certificate or diploma below bachelor level,2.5
5959,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.8
6001,no_cert,"No certificate, diploma or degree",16.3
6001,high_school,Secondary (high) school diploma or equivalency certificate,23.6
6001,app_trade,Apprenticeship or trades certificate or diploma,10.9
6001,college_degep,"College, CEGEP or other non-university certificate or diploma",21.2
6001,uni_below_bach,University certificate or diploma below bachelor level,2.8
6001,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",25.1
6101,no_cert,"No certificate, diploma or degree",41.1
6101,high_school,Secondary (high) school diploma or equivalency certificate,18.4
6101,app_trade,Apprenticeship or trades certificate or diploma,9
6101,college_degep,"College, CEGEP or other non-university certificate or diploma",17.4
6101,uni_below_bach,University certificate or diploma below bachelor level,1.4
6101,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",12.6
6102,no_cert,"No certificate, diploma or degree",41
6102,high_school,Secondary (high) school diploma or equivalency certificate,18.1
6102,app_trade,Apprenticeship or trades certificate or diploma,10.2
6102,college_degep,"College, CEGEP or other non-university certificate or diploma",17.3
6102,uni_below_bach,University certificate or diploma below bachelor level,1.3
6102,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",11.9
6103,no_cert,"No certificate, diploma or degree",59.8
6103,high_school,Secondary (high) school diploma or equivalency certificate,21.1
6103,app_trade,Apprenticeship or trades certificate or diploma,4.4
6103,college_degep,"College, CEGEP or other non-university certificate or diploma",9.3
6103,uni_below_bach,University certificate or diploma below bachelor level,0.5
6103,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",5.2
6104,no_cert,"No certificate, diploma or degree",42.8
6104,high_school,Secondary (high) school diploma or equivalency certificate,15.9
6104,app_trade,Apprenticeship or trades certificate or diploma,15.5
6104,college_degep,"College, CEGEP or other non-university certificate or diploma",15.5
6104,uni_below_bach,University certificate or diploma below bachelor level,2
6104,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",8.4
6105,no_cert,"No certificate, diploma or degree",28.1
6105,high_school,Secondary (high) school diploma or equivalency certificate,19.6
6105,app_trade,Apprenticeship or trades certificate or diploma,13.4
6105,college_degep,"College, CEGEP or other non-university certificate or diploma",21.9
6105,uni_below_bach,University certificate or diploma below bachelor level,2.2
6105,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",14.8
6106,no_cert,"No certificate, diploma or degree",15.1
6106,high_school,Secondary (high) school diploma or equivalency certificate,24.2
6106,app_trade,Apprenticeship or trades certificate or diploma,8.5
6106,college_degep,"College, CEGEP or other non-university certificate or diploma",20.2
6106,uni_below_bach,University certificate or diploma below bachelor level,3.3
6106,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",28.6
6204,no_cert,"No certificate, diploma or degree",46
6204,high_school,Secondary (high) school diploma or equivalency certificate,16.3
6204,app_trade,Apprenticeship or trades certificate or diploma,6.4
6204,college_degep,"College, CEGEP or other non-university certificate or diploma",16.7
6204,uni_below_bach,University certificate or diploma below bachelor level,1
6204,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",13.6
6205,no_cert,"No certificate, diploma or degree",56.2
6205,high_school,Secondary (high) school diploma or equivalency certificate,15.3
6205,app_trade,Apprenticeship or trades certificate or diploma,7.8
6205,college_degep,"College, CEGEP or other non-university certificate or diploma",12.9
6205,uni_below_bach,University certificate or diploma below bachelor level,0.7
6205,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.1
6208,no_cert,"No certificate, diploma or degree",56.2
6208,high_school,Secondary (high) school diploma or equivalency certificate,11.2
6208,app_trade,Apprenticeship or trades certificate or diploma,11.3
6208,college_degep,"College, CEGEP or other non-university certificate or diploma",13.2
6208,uni_below_bach,University certificate or diploma below bachelor level,0.9
6208,uni_bac_up,"University certificate, diploma or degree at bachelor level or above",7.2
